2024-05-24 22:13:26.517 | INFO     | tools.handle_response_assert:response_assert:17 - =============================开始断言=================================
2024-05-24 22:13:26.518 | INFO     | tools.handle_response_assert:response_assert:23 - 期望结果的表示式是：{'$..nickName': 'lemon_py', '$..enabled': True}
2024-05-24 22:13:26.519 | INFO     | tools.handle_response_assert:response_assert:27 - 执行结果是：lemon_py
2024-05-24 22:13:26.519 | INFO     | tools.handle_response_assert:response_assert:30 - 断言成功！
2024-05-24 22:13:26.519 | INFO     | tools.handle_response_assert:response_assert:27 - 执行结果是：True
2024-05-24 22:13:26.519 | INFO     | tools.handle_response_assert:response_assert:30 - 断言成功！
2024-05-24 22:13:26.652 | INFO     | tools.handle_response_assert:response_assert:17 - =============================开始断言=================================
2024-05-24 22:13:26.652 | INFO     | tools.handle_response_assert:response_assert:23 - 期望结果的表示式是：{'text': '账号或密码不正确'}
2024-05-24 22:13:26.653 | INFO     | tools.handle_response_assert:response_assert:36 - 执行结果是：账号或密码不正确
2024-05-24 22:13:26.653 | INFO     | tools.handle_response_assert:response_assert:39 - 断言成功！
2024-05-24 22:13:26.766 | INFO     | tools.handle_response_assert:response_assert:17 - =============================开始断言=================================
2024-05-24 22:13:26.766 | INFO     | tools.handle_response_assert:response_assert:23 - 期望结果的表示式是：{'text': '账号或密码不正确'}
2024-05-24 22:13:26.767 | INFO     | tools.handle_response_assert:response_assert:36 - 执行结果是：账号或密码不正确
2024-05-24 22:13:26.767 | INFO     | tools.handle_response_assert:response_assert:39 - 断言成功！
2024-05-24 22:13:26.866 | INFO     | tools.handle_response_assert:response_assert:17 - =============================开始断言=================================
2024-05-24 22:13:26.866 | INFO     | tools.handle_response_assert:response_assert:23 - 期望结果的表示式是：{'text': '账号或密码不正确'}
2024-05-24 22:13:26.866 | INFO     | tools.handle_response_assert:response_assert:36 - 执行结果是：账号或密码不正确
2024-05-24 22:13:26.866 | INFO     | tools.handle_response_assert:response_assert:39 - 断言成功！
2024-05-24 22:13:26.959 | INFO     | tools.handle_response_assert:response_assert:17 - =============================开始断言=================================
2024-05-24 22:13:26.959 | INFO     | tools.handle_response_assert:response_assert:23 - 期望结果的表示式是：{'text': '账号或密码不正确'}
2024-05-24 22:13:26.959 | INFO     | tools.handle_response_assert:response_assert:36 - 执行结果是：账号或密码不正确
